	subject_id	predicate_id	object_id	subject	object	predicate	value
1027	http://www.bioassayontology.org/bao#BAO_0003015	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0002082	chloramphenicol acetyltransferase reporter gene assay	reporter gene assay	subClassOf	1
1028	http://www.bioassayontology.org/bao#BAO_0003010	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000441	protein-turnover assay	bioassay	subClassOf	1
1029	http://www.bioassayontology.org/bao#BAO_0003014	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0002082	beta lactamase reporter gene assay	reporter gene assay	subClassOf	1
1030	http://www.bioassayontology.org/bao#BAO_0003013	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0002082	beta galactosidase reporter gene assay	reporter gene assay	subClassOf	1
1031	http://www.bioassayontology.org/bao#BAO_0003012	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0002082	fluorescent protein reporter gene assay	reporter gene assay	subClassOf	1
1032	http://purl.obolibrary.org/obo/OBI_0002963	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001146	KINOMEscan assay	binding assay	subClassOf	1
1039	http://www.bioassayontology.org/bao#BAO_0001025	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	Tango GPCR Assay System	assay kit	subClassOf	1
1042	http://www.bioassayontology.org/bao#BAO_0010108	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010106	simulated intestinal fluid stability assay	intestinal fluid stability assay	subClassOf	1
1043	http://www.bioassayontology.org/bao#BAO_0010108	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010243	simulated intestinal fluid stability assay	chemical stability assay	subClassOf	1
1049	http://www.bioassayontology.org/bao#BAO_0010104	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010103	simulated gastric fluid stability assay	gastric fluid stability assay	subClassOf	1
1050	http://www.bioassayontology.org/bao#BAO_0010104	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010243	simulated gastric fluid stability assay	chemical stability assay	subClassOf	1
1052	http://purl.obolibrary.org/obo/CHMO_0002196	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000084	activation	ligand function mode of action	subClassOf	1
1057	http://www.bioassayontology.org/bao#BAO_0002213	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002212	2D structure prediction	computational structure analysis	subClassOf	1
1060	http://www.bioassayontology.org/bao#BAO_0002216	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002212	3D structure prediction	computational structure analysis	subClassOf	1
1063	http://www.bioassayontology.org/bao#BAO_0002212	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002095	computational structure analysis	bioinformatics method	subClassOf	1
1064	http://www.bioassayontology.org/bao#BAO_0002212	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002026	computational structure analysis	structure analysis method	subClassOf	1
1066	http://www.bioassayontology.org/bao#BAO_0001202	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	TruPoint assay kit	assay kit	subClassOf	1
1067	http://www.bioassayontology.org/bao#BAO_0001201	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	Lactate kit	assay kit	subClassOf	1
1068	http://www.bioassayontology.org/bao#BAO_0001200	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	Transcreener assay kit	assay kit	subClassOf	1
1078	http://www.bioassayontology.org/bao#BAO_0010248	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001146	kinome activity assay	binding assay	subClassOf	1
1084	http://purl.obolibrary.org/obo/MMO_0000498	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000128	immunohistochemistry	in situ immunoassay	subClassOf	1
1085	http://purl.obolibrary.org/obo/OBI_0002174	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000128	immunocytochemistry	in situ immunoassay	subClassOf	1
1086	http://www.bioassayontology.org/bao#BAO_0003085	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	LanthaScreen Co-Factor Interaction Assay	assay kit	subClassOf	1
1087	http://www.bioassayontology.org/bao#BAO_0003083	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	ViaLight Plus kit	assay kit	subClassOf	1
1088	http://www.bioassayontology.org/bao#BAO_0003080	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	AlphaScreen cGMP Detection	assay kit	subClassOf	1
1089	http://www.bioassayontology.org/bao#BAO_0003086	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	LanthaScreen Competetive Binding Assay	assay kit	subClassOf	1
1090	http://www.bioassayontology.org/bao#BAO_0003081	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	Alphascreen second messenger IP1 detection kit	assay kit	subClassOf	1
1091	http://www.bioassayontology.org/bao#BAO_0003088	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	FLIPR Membrane Potential Assay Kit	assay kit	subClassOf	1
1092	http://www.bioassayontology.org/bao#BAO_0003084	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	QuantiChrom Assay Kit	assay kit	subClassOf	1
1093	http://www.bioassayontology.org/bao#BAO_0003082	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	HTRF biomarkers	assay kit	subClassOf	1
1094	http://www.bioassayontology.org/bao#BAO_0003087	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	FLIPR Calcium 5 Assay Kit	assay kit	subClassOf	1
1095	http://www.bioassayontology.org/bao#BAO_0003089	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	CyQUANT Cell Proliferation Assay Kit	assay kit	subClassOf	1
1098	http://www.bioassayontology.org/bao#BAO_0000137	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000075	antigen down assay	enzyme linked immunosorbent assay	subClassOf	1
1101	http://www.bioassayontology.org/bao#BAO_0000132	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000075	competitive immunoassay	enzyme linked immunosorbent assay	subClassOf	1
1102	http://purl.obolibrary.org/obo/MMO_0000075	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000466	enzyme linked immunosorbent assay	ex situ immunoassay	subClassOf	1
1109	http://www.bioassayontology.org/bao#BAO_0000307	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	PKLight	assay kit	subClassOf	1
1113	http://www.bioassayontology.org/bao#BAO_0000545	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002155	recombinant virus transduction method	silencing RNA delivery method	subClassOf	1
1114	http://www.bioassayontology.org/bao#BAO_0000545	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000244	recombinant virus transduction method	viral transduction method	subClassOf	1
1125	http://purl.obolibrary.org/obo/CHMO_0002373	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000677	surface-enhanced non-resonance Raman spectroscopy	surface-enhanced Raman spectroscopy	subClassOf	1
1126	http://purl.obolibrary.org/obo/CHMO_0002373	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000668	surface-enhanced non-resonance Raman spectroscopy	resonance Raman spectroscopy	subClassOf	1
1127	http://purl.obolibrary.org/obo/CHMO_0002373	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001986	surface-enhanced non-resonance Raman spectroscopy	non-resonance Raman spectroscopy	subClassOf	1
1134	http://purl.obolibrary.org/obo/CHMO_0002370	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001602	headspace liquid-phase micro-extraction	liquid-phase micro-extraction	subClassOf	1
1149	http://purl.obolibrary.org/obo/CHMO_0002009	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001836	strong-cation-exchange reversed-phase high-performance liquid chromatography atmospheric pressure chemical ionisation tandem mass spectrometry	two-dimensional liquid chromatography-tandem mass spectrometry	subClassOf	1
1150	http://purl.obolibrary.org/obo/CHMO_0002004	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000534	two-dimensional chromatography-mass spectrometry	mass spectrometry	subClassOf	1
1153	http://purl.obolibrary.org/obo/CHMO_0002000	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001836	strong-cation-exchange reversed-phase high-performance liquid chromatography inductively coupled plasma mass spectrometry	two-dimensional liquid chromatography-tandem mass spectrometry	subClassOf	1
1155	http://purl.obolibrary.org/obo/CHMO_0000478	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000534	electron capture negative ionisation mass spectrometry	mass spectrometry	subClassOf	1
1158	http://purl.obolibrary.org/obo/CHMO_0000472	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000534	chemical ionisation mass spectrometry	mass spectrometry	subClassOf	1
1160	http://purl.obolibrary.org/obo/CHMO_0000471	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000534	acceleration mass spectrometry	mass spectrometry	subClassOf	1
1161	http://purl.obolibrary.org/obo/CHMO_0000477	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000534	collision-induced dissociation mass spectrometry	mass spectrometry	subClassOf	1
1162	http://purl.obolibrary.org/obo/MMO_0000534	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000228	mass spectrometry	spectroscopy	subClassOf	1
1164	http://purl.obolibrary.org/obo/CHMO_0001676	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001675	fluorescent labelling	labelling	subClassOf	1
1172	http://purl.obolibrary.org/obo/CHMO_0001677	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001675	isotopic labelling	labelling	subClassOf	1
1173	http://purl.obolibrary.org/obo/CHMO_0001675	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000094	labelling	material processing	subClassOf	1
1177	http://purl.obolibrary.org/obo/CHMO_0002472	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0002471	dark-field scanning transmission electron microscopy	dark-field transmission electron microscopy	subClassOf	1
1178	http://purl.obolibrary.org/obo/CHMO_0002472	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000086	dark-field scanning transmission electron microscopy	scanning transmission electron microscopy	subClassOf	1
1180	http://purl.obolibrary.org/obo/CHMO_0002476	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0002837	wire electrical explosion method	nanoparticle synthesis	subClassOf	1
1182	http://purl.obolibrary.org/obo/CHMO_0000288	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000287	fluorescence correlation spectroscopy	fluorescence spectroscopy	subClassOf	1
1188	http://purl.obolibrary.org/obo/CHMO_0000287	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000060	fluorescence spectroscopy	fluorescence detection	subClassOf	1
1189	http://purl.obolibrary.org/obo/CHMO_0000287	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0002415	fluorescence spectroscopy	luminescence spectroscopy	subClassOf	1
1195	http://purl.obolibrary.org/obo/CHMO_0001294	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000156	thin-film X-ray diffraction	X-ray diffraction	subClassOf	1
1197	http://purl.obolibrary.org/obo/CHMO_0001296	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001295	23Na solid-state nuclear magnetic resonance spectroscopy	23Na nuclear magnetic resonance spectroscopy	subClassOf	1
1198	http://purl.obolibrary.org/obo/CHMO_0001296	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000614	23Na solid-state nuclear magnetic resonance spectroscopy	solid-state nuclear magnetic resonance spectroscopy	subClassOf	1
1199	http://purl.obolibrary.org/obo/CHMO_0001297	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001296	23Na magic angle spinning nuclear magnetic resonance spectroscopy	23Na solid-state nuclear magnetic resonance spectroscopy	subClassOf	1
1200	http://purl.obolibrary.org/obo/CHMO_0001297	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000615	23Na magic angle spinning nuclear magnetic resonance spectroscopy	magic angle spinning nuclear magnetic resonance spectroscopy	subClassOf	1
1207	http://purl.obolibrary.org/obo/CHMO_0001265	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000534	pyrolysis mass spectrometry	mass spectrometry	subClassOf	1
1210	http://purl.obolibrary.org/obo/CHMO_0001261	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000536	pyrolysis gas chromatography-mass spectrometry	gas chromatography-mass spectrometry	subClassOf	1
1217	http://purl.obolibrary.org/obo/CHMO_0002066	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0002231	trituration	purification	subClassOf	1
1228	http://purl.obolibrary.org/obo/CHMO_0001642	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001640	nano-filtration	filtration	subClassOf	1
1229	http://purl.obolibrary.org/obo/CHMO_0001645	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001640	ultra-filtration	filtration	subClassOf	1
1230	http://purl.obolibrary.org/obo/CHMO_0001643	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001640	reverse osmosis	filtration	subClassOf	1
1233	http://purl.obolibrary.org/obo/CHMO_0001644	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001640	suction filtration	filtration	subClassOf	1
1234	http://purl.obolibrary.org/obo/CHMO_0001640	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0002231	filtration	purification	subClassOf	1
1236	http://purl.obolibrary.org/obo/CHMO_0001641	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001640	micro-filtration	filtration	subClassOf	1
1240	http://purl.obolibrary.org/obo/CHMO_0002256	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000845	metal oxide affinity chromatography	affinity chromatography	subClassOf	1
1241	http://purl.obolibrary.org/obo/CHMO_0002258	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000678	strong-anion-exchange chromatography	anion-exchange chromatography	subClassOf	1
1243	http://purl.obolibrary.org/obo/CHMO_0002259	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000678	weak-anion-exchange chromatography	anion-exchange chromatography	subClassOf	1
1244	http://purl.obolibrary.org/obo/CHMO_0002255	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000845	immobilized metal affinity chromatography	affinity chromatography	subClassOf	1
1256	http://purl.obolibrary.org/obo/CHMO_0002302	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000288	reversed-phase chromatography	chromatography	subClassOf	1
1264	http://purl.obolibrary.org/obo/CHMO_0002890	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000288	sequential injection chromatography	chromatography	subClassOf	1
1267	http://purl.obolibrary.org/obo/CHMO_0000670	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000677	surface-enhanced resonance Raman spectroscopy	surface-enhanced Raman spectroscopy	subClassOf	1
1268	http://purl.obolibrary.org/obo/CHMO_0000670	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000668	surface-enhanced resonance Raman spectroscopy	resonance Raman spectroscopy	subClassOf	1
1282	http://purl.obolibrary.org/obo/CHMO_0002589	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000073	cryogenic scanning electron microscopy	scanning electron microscopy	subClassOf	1
1283	http://purl.obolibrary.org/obo/CHMO_0002589	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0002413	cryogenic scanning electron microscopy	cryogenic electron microscopy	subClassOf	1
1284	http://purl.obolibrary.org/obo/CHMO_0000664	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000663	confocal Raman microscopy	confocal Raman spectroscopy	subClassOf	1
1285	http://purl.obolibrary.org/obo/CHMO_0000664	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000056	confocal Raman microscopy	Raman microscopy	subClassOf	1
1303	http://purl.obolibrary.org/obo/CHMO_0002287	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001264	pyrolysis Fourier transform infrared spectroscopy	pyrolysis infrared spectroscopy	subClassOf	1
1304	http://purl.obolibrary.org/obo/CHMO_0002287	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000636	pyrolysis Fourier transform infrared spectroscopy	Fourier transform infrared spectroscopy	subClassOf	1
1310	http://purl.obolibrary.org/obo/CHMO_0000902	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000156	temperature-resolved X-ray diffraction	X-ray diffraction	subClassOf	1
1314	http://purl.obolibrary.org/obo/CHMO_0001917	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000287	time-resolved fluorescence spectroscopy	fluorescence spectroscopy	subClassOf	1
1316	http://purl.obolibrary.org/obo/CHMO_0001919	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000287	single-molecule fluorescence spectroscopy	fluorescence spectroscopy	subClassOf	1
1318	http://purl.obolibrary.org/obo/CHMO_0001163	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	tensiometry	assay	subClassOf	1
1319	http://purl.obolibrary.org/obo/CHMO_0001167	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	sorption-desorption measurement	assay	subClassOf	1
1333	http://purl.obolibrary.org/obo/MMO_0000709	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001806	nuclear magnetic resonance spectroscopy	nuclear magnetic resonance method	subClassOf	1
1338	http://purl.obolibrary.org/obo/CHMO_0000523	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000535	liquid chromatography-matrix-assisted laser desorption-ionisation mass spectrometry	liquid chromatography-mass spectrometry	subClassOf	1
1339	http://purl.obolibrary.org/obo/CHMO_0000523	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000519	liquid chromatography-matrix-assisted laser desorption-ionisation mass spectrometry	matrix-assisted laser desorption-ionisation mass spectrometry	subClassOf	1
1347	http://purl.obolibrary.org/obo/MMO_0000535	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000534	liquid chromatography-mass spectrometry	mass spectrometry	subClassOf	1
1350	http://purl.obolibrary.org/obo/CHMO_0001215	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	magnetic resonance method	assay	subClassOf	1
1370	http://purl.obolibrary.org/obo/CHMO_0001259	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000394	reversed-phase high-performance liquid chromatography	high-performance liquid chromatography	subClassOf	1
1384	http://purl.obolibrary.org/obo/CHMO_0000999	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000094	separation method	material processing	subClassOf	1
1406	http://purl.obolibrary.org/obo/CHMO_0000096	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000087	visible fluorescence microscopy	fluorescence microscopy	subClassOf	1
1407	http://purl.obolibrary.org/obo/CHMO_0000096	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000087	visible fluorescence microscopy	fluorescence microscopy assay	subClassOf	1
1410	http://purl.obolibrary.org/obo/CHMO_0000095	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000087	ultraviolet fluorescence microscopy	fluorescence microscopy	subClassOf	1
1411	http://purl.obolibrary.org/obo/CHMO_0000095	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000087	ultraviolet fluorescence microscopy	fluorescence microscopy assay	subClassOf	1
1416	http://purl.obolibrary.org/obo/CHMO_0000090	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000088	multi-photon laser scanning microscopy	fluorescence laser scanning microscopy	subClassOf	1
1417	http://purl.obolibrary.org/obo/CHMO_0000097	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000067	ion microscopy	microscopy	subClassOf	1
1418	http://purl.obolibrary.org/obo/CHMO_0000092	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000087	infrared fluorescence microscopy	fluorescence microscopy	subClassOf	1
1419	http://purl.obolibrary.org/obo/CHMO_0000092	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000087	infrared fluorescence microscopy	fluorescence microscopy assay	subClassOf	1
1422	http://purl.obolibrary.org/obo/CHMO_0000093	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000092	near-infrared fluorescence microscopy	infrared fluorescence microscopy	subClassOf	1
1423	http://purl.obolibrary.org/obo/CHMO_0000091	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000087	fluorescence lifetime imaging microscopy	fluorescence microscopy	subClassOf	1
1424	http://purl.obolibrary.org/obo/CHMO_0000091	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000087	fluorescence lifetime imaging microscopy	fluorescence microscopy assay	subClassOf	1
1433	http://purl.obolibrary.org/obo/CHMO_0002662	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000120	scattering near-field optical microscopy	scanning near-field optical microscopy	subClassOf	1
1443	http://purl.obolibrary.org/obo/CHMO_0000681	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	thermal analysis	assay	subClassOf	1
1446	http://purl.obolibrary.org/obo/CHMO_0000683	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0002076	isothermal titration calorimetry	isothermal calorimetry	subClassOf	1
1450	http://purl.obolibrary.org/obo/CHMO_0000915	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	rheometry	assay	subClassOf	1
1469	http://purl.obolibrary.org/obo/CHMO_0001689	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001688	affinity precipitation	precipitation	subClassOf	1
1471	http://purl.obolibrary.org/obo/CHMO_0001688	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0002916	precipitation	sample solidification	subClassOf	1
1478	http://purl.obolibrary.org/obo/CHMO_0001680	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001675	phosphorescent labelling	labelling	subClassOf	1
1489	http://purl.obolibrary.org/obo/CHMO_0002827	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	weighing	assay	subClassOf	1
1491	http://purl.obolibrary.org/obo/CHMO_0001995	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000534	atomic mass spectrometry	mass spectrometry	subClassOf	1
1494	http://purl.obolibrary.org/obo/CHMO_0001999	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000999	multi-dimensional separation method	separation method	subClassOf	1
1496	http://purl.obolibrary.org/obo/CHMO_0001996	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000534	molecular mass spectrometry	mass spectrometry	subClassOf	1
1497	http://purl.obolibrary.org/obo/CHMO_0001042	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000100	denaturing gradient gel electrophoresis	gel electrophoresis	subClassOf	1
1499	http://purl.obolibrary.org/obo/CHMO_0001043	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000100	temperature gradient gel electrophoresis	gel electrophoresis	subClassOf	1
1500	http://purl.obolibrary.org/obo/CHMO_0001040	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000287	affinity electrophoresis	electrophoresis	subClassOf	1
1501	http://purl.obolibrary.org/obo/CHMO_0001044	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000999	dielectrophoresis	separation method	subClassOf	1
1503	http://purl.obolibrary.org/obo/CHMO_0001049	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000288	capillary liquid chromatography	chromatography	subClassOf	1
