	subject_id	predicate_id	object_id	subject	object	predicate	value
3889	http://www.ebi.ac.uk/efo/EFO_0700005	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0010183	Abseq	single cell library construction	subClassOf	1
3891	http://www.ebi.ac.uk/efo/EFO_0010022	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0010184	Smart-3SEQ	Smart-like	subClassOf	1
3892	http://www.ebi.ac.uk/efo/EFO_0010022	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001457	Smart-3SEQ	RNA assay	subClassOf	1
3898	http://www.ebi.ac.uk/efo/EFO_0007687	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002696	microRNA profiling by RT-PCR	assay by array	subClassOf	1
3899	http://www.ebi.ac.uk/efo/EFO_0007687	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002943	microRNA profiling by RT-PCR	transcription profiling by RT-PCR	subClassOf	1
3900	http://www.ebi.ac.uk/efo/EFO_0007687	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001457	microRNA profiling by RT-PCR	RNA assay	subClassOf	1
3901	http://www.ebi.ac.uk/efo/EFO_0009973	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	CUT&RUN	DNA assay	subClassOf	1
3902	http://www.ebi.ac.uk/efo/EFO_0009973	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002697	CUT&RUN	assay by high throughput sequencer	subClassOf	1
3910	http://www.ebi.ac.uk/efo/EFO_0005302	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0005032	ChIP-exo	IP-seq	subClassOf	1
3911	http://www.ebi.ac.uk/efo/EFO_0005302	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	ChIP-exo	DNA assay	subClassOf	1
3914	http://www.ebi.ac.uk/efo/EFO_0003750	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	MBD-seq	DNA assay	subClassOf	1
3915	http://www.ebi.ac.uk/efo/EFO_0003750	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002697	MBD-seq	assay by high throughput sequencer	subClassOf	1
3922	http://purl.obolibrary.org/obo/OBI_0000721	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0004468	glucose tolerance test	glucose measurement	subClassOf	1
3928	http://www.ebi.ac.uk/efo/EFO_0008913	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001457	single-cell RNA sequencing	RNA assay	subClassOf	1
3929	http://www.ebi.ac.uk/efo/EFO_0008913	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0007832	single-cell RNA sequencing	single cell sequencing	subClassOf	1
3930	http://www.ebi.ac.uk/efo/EFO_0003143	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0005032	CLIP-seq	IP-seq	subClassOf	1
3931	http://www.ebi.ac.uk/efo/EFO_0003143	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001457	CLIP-seq	RNA assay	subClassOf	1
3943	http://purl.obolibrary.org/obo/OBI_2100023	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002772	protein assay	assay by molecule	subClassOf	1
3944	http://purl.obolibrary.org/obo/OBI_2100023	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	protein assay	assay	subClassOf	1
3946	http://www.ebi.ac.uk/efo/EFO_0009978	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0007693	sn-Hi-C	Hi-C	subClassOf	1
3947	http://www.ebi.ac.uk/efo/EFO_0009978	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002697	sn-Hi-C	assay by high throughput sequencer	subClassOf	1
3948	http://www.ebi.ac.uk/efo/EFO_0010175	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	EasySep cell separation	assay	subClassOf	1
3949	http://www.ebi.ac.uk/efo/EFO_0010175	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0009109	EasySep cell separation	magnetic affinity cell sorting	subClassOf	1
3956	http://www.ebi.ac.uk/efo/EFO_0003741	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	pooled clone sequencing	DNA assay	subClassOf	1
3957	http://www.ebi.ac.uk/efo/EFO_0003741	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002697	pooled clone sequencing	assay by high throughput sequencer	subClassOf	1
3959	http://www.ebi.ac.uk/efo/EFO_0009977	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0007693	sci-Hi-C	Hi-C	subClassOf	1
3960	http://www.ebi.ac.uk/efo/EFO_0009977	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002697	sci-Hi-C	assay by high throughput sequencer	subClassOf	1
3965	http://purl.obolibrary.org/obo/CHMO_0001675	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002694	labelling	experimental process	subClassOf	1
3966	http://www.ebi.ac.uk/efo/EFO_0008808	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0007693	Micro-C XL	Hi-C	subClassOf	1
3967	http://www.ebi.ac.uk/efo/EFO_0008808	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002697	Micro-C XL	assay by high throughput sequencer	subClassOf	1
3972	http://purl.obolibrary.org/obo/OBI_0001204	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0010939	SNP microarray	oligonucleotide DNA microarray	subClassOf	1
3974	http://www.ebi.ac.uk/efo/EFO_0010007	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001457	scTrio-seq	RNA assay	subClassOf	1
3975	http://www.ebi.ac.uk/efo/EFO_0010007	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	scTrio-seq	DNA assay	subClassOf	1
3982	http://www.ebi.ac.uk/efo/EFO_0009988	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001457	MARGI	RNA assay	subClassOf	1
3983	http://www.ebi.ac.uk/efo/EFO_0009988	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	MARGI	DNA assay	subClassOf	1
3984	http://www.ebi.ac.uk/efo/EFO_0009988	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002697	MARGI	assay by high throughput sequencer	subClassOf	1
3988	http://www.ebi.ac.uk/efo/EFO_0030000	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001686	STARmap	in-situ hybridization assay	subClassOf	1
3989	http://www.ebi.ac.uk/efo/EFO_0030000	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0002119	STARmap	microscopy assay	subClassOf	1
3990	http://www.ebi.ac.uk/efo/EFO_0030000	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001457	STARmap	RNA assay	subClassOf	1
3991	http://purl.obolibrary.org/obo/OBI_0200006	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0200169	biexponential transformation	normalization data transformation	subClassOf	1
3994	http://purl.obolibrary.org/obo/OBI_0000540	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000512	isolation of adherent cells	single cell isolation	subClassOf	1
4010	http://www.ebi.ac.uk/efo/EFO_0008887	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0030014	Rep-Seq	bulk immune repertoire sequencing	subClassOf	1
4011	http://www.ebi.ac.uk/efo/EFO_0008887	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	Rep-Seq	DNA assay	subClassOf	1
4013	http://purl.obolibrary.org/obo/OBI_0001247	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0000750	genotyping by high throughput sequencing assay	genotyping	subClassOf	1
4014	http://purl.obolibrary.org/obo/OBI_0001247	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	genotyping by high throughput sequencing assay	DNA assay	subClassOf	1
4015	http://purl.obolibrary.org/obo/OBI_0001247	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002697	genotyping by high throughput sequencing assay	assay by high throughput sequencer	subClassOf	1
4016	http://www.ebi.ac.uk/efo/EFO_0008889	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0005032	Repli-Seq	IP-seq	subClassOf	1
4017	http://www.ebi.ac.uk/efo/EFO_0008889	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	Repli-Seq	DNA assay	subClassOf	1
4021	http://purl.obolibrary.org/obo/OBI_0002090	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0009107	rapid amplification of cDNA ends	nucleic acid amplification	subClassOf	1
4027	http://purl.obolibrary.org/obo/OBI_0002439	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	chromosome conformation capture assay	DNA assay	subClassOf	1
4029	http://purl.obolibrary.org/obo/OBI_0001419	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002696	ChIP-chip by tiling array assay	assay by array	subClassOf	1
4030	http://purl.obolibrary.org/obo/OBI_0001419	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0000748	ChIP-chip by tiling array assay	ChIP-Chip	subClassOf	1
4033	http://www.ebi.ac.uk/efo/EFO_0008896	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001457	RNA-Seq	RNA assay	subClassOf	1
4034	http://www.ebi.ac.uk/efo/EFO_0008896	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002697	RNA-Seq	assay by high throughput sequencer	subClassOf	1
4035	http://www.ebi.ac.uk/efo/EFO_0009807	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001528	cadaver dissection	dissection	subClassOf	1
4036	http://www.ebi.ac.uk/efo/EFO_0009807	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0009627	cadaver dissection	collecting specimen from organ postmortem	subClassOf	1
4038	http://www.ebi.ac.uk/efo/EFO_0010005	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001457	DR-Seq	RNA assay	subClassOf	1
4039	http://www.ebi.ac.uk/efo/EFO_0010005	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	DR-Seq	DNA assay	subClassOf	1
4041	http://www.ebi.ac.uk/efo/EFO_0008931	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0010184	Smart-seq2	Smart-like	subClassOf	1
4042	http://www.ebi.ac.uk/efo/EFO_0008931	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001457	Smart-seq2	RNA assay	subClassOf	1
4048	http://www.ebi.ac.uk/efo/EFO_0003742	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	clone by clone sequencing	DNA assay	subClassOf	1
4049	http://www.ebi.ac.uk/efo/EFO_0003742	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0600047	clone by clone sequencing	sequencing assay	subClassOf	1
4052	http://www.ebi.ac.uk/efo/EFO_0009999	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001457	G&T-Seq	RNA assay	subClassOf	1
4053	http://www.ebi.ac.uk/efo/EFO_0009999	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	G&T-Seq	DNA assay	subClassOf	1
4057	http://www.ebi.ac.uk/efo/EFO_0030027	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0010183	snmC-Seq2	single cell library construction	subClassOf	1
4058	http://www.ebi.ac.uk/efo/EFO_0030027	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001266	snmC-Seq2	DNA methylation profiling by high throughput sequencing assay	subClassOf	1
4064	http://www.ebi.ac.uk/efo/EFO_0010180	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000512	droplet-based cell isolation	single cell isolation	subClassOf	1
4075	http://www.ebi.ac.uk/efo/EFO_0005517	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002696	RIP-Chip by array	assay by array	subClassOf	1
4076	http://www.ebi.ac.uk/efo/EFO_0005517	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://uri.neuinfo.org/nif/nifstd/OBI_0000690	RIP-Chip by array		subClassOf	1
4077	http://www.ebi.ac.uk/efo/EFO_0005517	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001457	RIP-Chip by array	RNA assay	subClassOf	1
4082	http://www.ebi.ac.uk/efo/EFO_0007690	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0009967	4C	ligation-mediated chromosome conformation capture assay	subClassOf	1
4083	http://www.ebi.ac.uk/efo/EFO_0007690	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002696	4C	assay by array	subClassOf	1
4089	http://www.ebi.ac.uk/efo/EFO_0008953	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0010183	STRT-seq	single cell library construction	subClassOf	1
4090	http://www.ebi.ac.uk/efo/EFO_0008953	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001457	STRT-seq	RNA assay	subClassOf	1
4093	http://www.ebi.ac.uk/efo/EFO_0008777	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0030014	Ig-Seq	bulk immune repertoire sequencing	subClassOf	1
4094	http://www.ebi.ac.uk/efo/EFO_0008777	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	Ig-Seq	DNA assay	subClassOf	1
4103	http://www.ebi.ac.uk/efo/EFO_0007045	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000711	ATAC-seq	library preparation	subClassOf	1
4104	http://www.ebi.ac.uk/efo/EFO_0007045	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000626	ATAC-seq	DNA sequencing assay	subClassOf	1
4106	http://www.ebi.ac.uk/efo/EFO_0009972	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	NAD-seq	DNA assay	subClassOf	1
4107	http://www.ebi.ac.uk/efo/EFO_0009972	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002697	NAD-seq	assay by high throughput sequencer	subClassOf	1
4119	http://purl.obolibrary.org/obo/OBI_0001149	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0000510	gene knock in	genetic modification	subClassOf	1
4120	http://purl.obolibrary.org/obo/CHMO_0001528	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0600005	dissection	collecting specimen from organism	subClassOf	1
4121	http://purl.obolibrary.org/obo/CHMO_0001528	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002571	dissection	medical procedure	subClassOf	1
4126	http://purl.obolibrary.org/obo/MMO_0000128	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001444	computed tomography	measurement	subClassOf	1
4127	http://purl.obolibrary.org/obo/OBI_0000070	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002694	assay	experimental process	subClassOf	1
4131	http://www.ebi.ac.uk/efo/EFO_0005032	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://uri.neuinfo.org/nif/nifstd/OBI_0000690	IP-seq		subClassOf	1
4132	http://www.ebi.ac.uk/efo/EFO_0005032	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002697	IP-seq	assay by high throughput sequencer	subClassOf	1
4136	http://uri.neuinfo.org/nif/nifstd/OBI_0000690	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070		assay	subClassOf	1
4138	http://purl.obolibrary.org/obo/OBI_0001332	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002696	DNA methylation profiling by array assay	assay by array	subClassOf	1
4139	http://purl.obolibrary.org/obo/OBI_0001332	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0000751	DNA methylation profiling by array assay	methylation profiling	subClassOf	1
4146	http://purl.obolibrary.org/obo/OBI_0302903	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002694	nucleic acid hybridization	experimental process	subClassOf	1
4150	http://www.ebi.ac.uk/efo/EFO_0003746	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	random exon sequencing	DNA assay	subClassOf	1
4151	http://www.ebi.ac.uk/efo/EFO_0003746	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0600047	random exon sequencing	sequencing assay	subClassOf	1
4152	http://www.ebi.ac.uk/efo/EFO_0003751	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	MNase-seq	DNA assay	subClassOf	1
4153	http://www.ebi.ac.uk/efo/EFO_0003751	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0600047	MNase-seq	sequencing assay	subClassOf	1
4169	http://www.ebi.ac.uk/efo/EFO_0003748	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	MRE-seq	DNA assay	subClassOf	1
4170	http://www.ebi.ac.uk/efo/EFO_0003748	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0600047	MRE-seq	sequencing assay	subClassOf	1
4176	http://purl.obolibrary.org/obo/OBI_0003231	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0009121	leukapheresis	blood draw	subClassOf	1
4181	http://www.ebi.ac.uk/efo/EFO_0010181	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000512	cell picking	single cell isolation	subClassOf	1
4185	http://www.ebi.ac.uk/efo/EFO_0005219	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	TraDIS sequencing	DNA assay	subClassOf	1
4186	http://www.ebi.ac.uk/efo/EFO_0005219	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002697	TraDIS sequencing	assay by high throughput sequencer	subClassOf	1
4187	http://purl.obolibrary.org/obo/OBI_0001148	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0000510	gene knock out	genetic modification	subClassOf	1
4189	http://www.ebi.ac.uk/efo/EFO_0009979	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0007693	single cell Hi-C	Hi-C	subClassOf	1
4190	http://www.ebi.ac.uk/efo/EFO_0009979	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0010183	single cell Hi-C	single cell library construction	subClassOf	1
4191	http://www.ebi.ac.uk/efo/EFO_0009979	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002697	single cell Hi-C	assay by high throughput sequencer	subClassOf	1
4194	http://purl.obolibrary.org/obo/OBI_0000552	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0009107	reverse transcription PCR	nucleic acid amplification	subClassOf	1
4200	http://www.ebi.ac.uk/efo/EFO_0010006	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001457	scM&T-seq	RNA assay	subClassOf	1
4201	http://www.ebi.ac.uk/efo/EFO_0010006	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	scM&T-seq	DNA assay	subClassOf	1
4206	http://www.ebi.ac.uk/efo/EFO_0009976	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0007693	DNase Hi-C	Hi-C	subClassOf	1
4207	http://www.ebi.ac.uk/efo/EFO_0009976	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002697	DNase Hi-C	assay by high throughput sequencer	subClassOf	1
4213	http://www.ebi.ac.uk/efo/EFO_0007693	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0009967	Hi-C	ligation-mediated chromosome conformation capture assay	subClassOf	1
4214	http://www.ebi.ac.uk/efo/EFO_0007693	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0600047	Hi-C	sequencing assay	subClassOf	1
4224	http://www.ebi.ac.uk/efo/EFO_0005227	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001457	GRO-seq	RNA assay	subClassOf	1
4225	http://www.ebi.ac.uk/efo/EFO_0005227	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0600047	GRO-seq	sequencing assay	subClassOf	1
4228	http://www.ebi.ac.uk/efo/EFO_0008891	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000070	Ribo-seq	assay	subClassOf	1
4229	http://www.ebi.ac.uk/efo/EFO_0008891	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001457	Ribo-seq	RNA assay	subClassOf	1
4230	http://www.ebi.ac.uk/efo/EFO_0008891	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0600047	Ribo-seq	sequencing assay	subClassOf	1
4231	http://purl.obolibrary.org/obo/OBI_0001221	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002696	ChIP-chip by SNP array assay	assay by array	subClassOf	1
4232	http://purl.obolibrary.org/obo/OBI_0001221	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0000748	ChIP-chip by SNP array assay	ChIP-Chip	subClassOf	1
4233	http://purl.obolibrary.org/obo/OBI_0001393	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002696	comparative genomic hybridization by array assay	assay by array	subClassOf	1
4234	http://purl.obolibrary.org/obo/OBI_0001393	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	comparative genomic hybridization by array assay	DNA assay	subClassOf	1
4236	http://www.ebi.ac.uk/efo/EFO_0003753	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	Bisulfite-seq	DNA assay	subClassOf	1
4237	http://www.ebi.ac.uk/efo/EFO_0003753	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0600047	Bisulfite-seq	sequencing assay	subClassOf	1
4244	http://www.ebi.ac.uk/efo/EFO_0030034	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0003747	shRNA-seq	amplicon sequencing	subClassOf	1
4245	http://www.ebi.ac.uk/efo/EFO_0030034	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	shRNA-seq	DNA assay	subClassOf	1
4249	http://www.ebi.ac.uk/efo/EFO_0009998	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0005032	eCLIP	IP-seq	subClassOf	1
4250	http://www.ebi.ac.uk/efo/EFO_0009998	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001457	eCLIP	RNA assay	subClassOf	1
4257	http://www.ebi.ac.uk/efo/EFO_0009974	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0007693	in situ HiC	Hi-C	subClassOf	1
4258	http://www.ebi.ac.uk/efo/EFO_0009974	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0002697	in situ HiC	assay by high throughput sequencer	subClassOf	1
4260	http://purl.obolibrary.org/obo/OBI_0600016	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/BFO_0000040	pooling specimens	material entity	subClassOf	1
4262	http://www.ebi.ac.uk/efo/EFO_0030011	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_2100023	10x feature barcode (cell surface protein profiling)	protein assay	subClassOf	1
4263	http://www.ebi.ac.uk/efo/EFO_0030011	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001457	10x feature barcode (cell surface protein profiling)	RNA assay	subClassOf	1
4264	http://www.ebi.ac.uk/efo/EFO_0030011	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0030010	10x feature barcode (cell surface protein profiling)	10x feature profiling	subClassOf	1
4269	http://www.ebi.ac.uk/efo/EFO_0003743	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.ebi.ac.uk/efo/EFO_0001456	clone end sequencing	DNA assay	subClassOf	1
